LIST AKL PRODUCT ;;;;AKL EXPIRED;;;;
;;;;;;;;
Kode;Nama product;Kelompok;AKL NO;Expired AKL;Lampiran;Category;Vendor;Keterangan
THU.T573801.75AG;Silima LUCY Size 75 Cup A , Beige;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.80AG;Silima LUCY Size 80 Cup A , Beige;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.85BG;Silima LUCY Size 85 Cup B , Beige;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.85BK;Silima LUCY Size 85 Cup B , Black;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.90BG;Silima LUCY Size 90 Cup B , Beige;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.90BK;Silima LUCY Size 90 Cup B , Black;;FR.03.02/VA/01211/2022;31/01/24;;Unit;THU;
THU.T573801.95BG;Silima LUCY Size 95 Cup B , Beige;Non - Alkes;FR.03.02/VA/01211/2022;31/01/24;v;Unit;THU;
THU.T573801.95BK;Silima LUCY Size 95 Cup B , Black;;FR.03.02/VA/01211/2022;31/01/24;;Unit;THU;
THU.T66378.10B;Silima, Elegance light-weight Symmetrical Size 10 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.3B;Silima, Elegance light-weight Symmetrical Size 3 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.4B;Silima, Elegance light-weight Symmetrical Size 4 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.5B;Silima, Elegance light-weight Symmetrical Size 5 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.6B;Silima, Elegance light-weight Symmetrical Size 6 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.7B;Silima, Elegance light-weight Symmetrical Size 7 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.8B;Silima, Elegance light-weight Symmetrical Size 8 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T66378.9B;Silima, Elegance light-weight Symmetrical Size 9 Cup B;Non - Elektromedik ;AKL 11602025525;06/11/22;v;Unit;THU;AKL Tidak Diperpanjang
THU.T67100.75AG;Serena VICTORIA Lace Size 75 Cup A , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67100.75AK;Serena VICTORIA Lace Size 75 Cup A , Black;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.80AG;Serena VICTORIA Lace Size 80 Cup A , Beige;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.80AK;Serena VICTORIA Lace Size 80 Cup A , Black;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.85BG;Serena VICTORIA Lace Size 85 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67100.85BK;Serena VICTORIA Lace Size 85 Cup B , Black;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.90BG;Serena VICTORIA Lace Size 90 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67100.90BK;Serena VICTORIA Lace Size 90 Cup B , Black;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.95BG;Serena VICTORIA Lace Size 95 Cup B , Beige;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67100.95BK;Serena VICTORIA Lace Size 95 Cup B , Black;;FR.03.02/VA/00874/2022;26/01/24;;Unit;THU;
THU.T67200.75BG;Serena NATALIA Lace Size 75 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67200.80BG;Serena NATALIA Lace Size 80 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67200.85BG;Serena NATALIA Lace Size 85 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67200.90BG;Serena NATALIA Lace Size 90 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
THU.T67200.95BG;Serena NATALIA Lace Size 95 Cup B , Beige;Non - Alkes;FR.03.02/VA/00874/2022;26/01/24;v;Unit;THU;
TJH.PL2120;MedT Personal Lancet 21G Pack 100's;Non Elektromedik - Non Radiasi;AKL 11603713862;10/01/22;v;Consumable;TJH;
TJH.PL2620;MedT Personal Lancet 26G Pack 100's;Non Elektromedik - Non Radiasi;AKL 11603713862;29/11/26;v;Consumable;TJH;
TJH.PL2820;MedT Personal Lancet 28G Pack 100's;;AKL 11603713862;29/11/26;;Consumable;TJH;
TSG.CO10L;Carbondioxide (CO2) 10L+ Tabung ( 5 kg );;-;;;;TSG;
TSG.CO6,7L;Carbondioxide (CO2) 6,7L+ Tabung ( 4 kg );;-;;;;TSG;
TSG.CO6,7LR;REFILL Carbondioxide (CO2) 6,7L ( tabung 4 kg );;-;;;;TSG;
UCP.DOA3A;UCP DOA 3 Panel (AMP-MOP-THC) Box 25's;Diagnostik In Vitro;AKL 20103220091;14/06/25;v;Consumable;UCP;
UCP.DOA3B;UCP DOA 3 Panel (AMP-MET-THC) Box 25's;;-;;;;UCP;
UCP.DOA5A;UCP DOA 5 Panel (AMP-BZO-MET-MOP-THC) Box 25's;Diagnostik In Vitro;AKL 20103220092;14/06/25;v;Consumable;UCP;
UCP.DOA6A;UCP DOA 6 Panel (AMP-BZO-COC-MET-MOP-THC) Box 25's;Diagnostik In Vitro;AKL 20103220093;14/06/25;v;Consumable;UCP;
UCP.DOA7A;UCP DOA 7 Panel (AMP/MOP/THC/MET/COC/BZO/SOMA) Box 25's;Diagnostik In Vitro;AKL 20103220094;14/06/25;v;Consumable;UCP;
UCP.RTDNCOV;Rapid Test Covid-19 PROMETHEUS Box 25s;;-;;;;UCP;
UGM.BUSA;Busa / Partisi Bene SP;;-;;;;UGM;
UGM.DBSP;Dompet / Pocket Bene SP;;-;;;;UGM;
UGM.TAS.100B;Tas Jumper 100B & 100B+;;-;;;;UGM;
UGM.TAS.BDF;Tas Bedfont Smokerlyzer;;-;;;;UGM;
V2G.NO2.10;Noxboxi Calib Gas NO2 10ppm in Air, 58L, Disp. Cyl, C-10 Valve;;-;;;;V2G;
V2G.NO25;Noxboxi Calib Gas NO 25ppm in N2, 58L,Disp.Cyl, C-10 Valve;;-;;;;V2G;
VAR.101.100;Hooked Waist Corset Nr. 100;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.105;Hooked Waist Corset Nr. 105;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.60;Hooked Waist Corset Nr. 60;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.65;Hooked Waist Corset Nr. 65;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.70;Hooked Waist Corset Nr. 70;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.75;Hooked Waist Corset Nr. 75;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.80;Hooked Waist Corset Nr. 80;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.85;Hooked Waist Corset Nr. 85;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.90;Hooked Waist Corset Nr. 90;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.101.95;Hooked Waist Corset Nr. 95;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.102.100;Stomach Corset Nr. 100;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.105;Stomach Corset Nr. 105;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.60;Stomach Corset Nr. 60;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.65;Stomach Corset Nr. 65;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.70;Stomach Corset Nr. 70;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.75;Stomach Corset Nr. 75;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.80;Stomach Corset Nr. 80;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.85;Stomach Corset Nr. 85;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.90;Stomach Corset Nr. 90;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.102.95;Stomach Corset Nr. 95;;FR.03.02/VA/1439/2019;;;Unit;VAR;
VAR.104.100;Belly Corset Nr. 100;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.105;Belly Corset Nr. 105;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.60;Belly Corset Nr. 60;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.65;Belly Corset Nr. 65;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.70;Belly Corset Nr. 70;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.75;Belly Corset Nr. 75;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.80;Belly Corset Nr. 80;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.85;Belly Corset Nr. 85;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.90;Belly Corset Nr. 90;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.104.95;Belly Corset Nr. 95;;AKL 11402113554;18/06/24;;Unit;VAR;Tidak ada AKL / SUKET
VAR.105.1;Corset Type Skandal Nr. 1;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.105.2;Corset Type Skandal Nr. 2;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.105.3;Corset Type Skandal Nr. 3;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.105.4;Corset Type Skandal Nr. 4;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.105.5;Corset Type Skandal Nr. 5;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.105.6;Corset Type Skandal Nr. 6;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.1;Corset Type Panty Nr. 1;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.2;Corset Type Panty Nr. 2;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.3;Corset Type Panty Nr. 3;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.4;Corset Type Panty Nr. 4;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.5;Corset Type Panty Nr. 5;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.106.6;Corset Type Panty Nr. 6;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.1;Sanitary Panty Corset Nr. 1;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.2;Sanitary Panty Corset Nr. 2;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.3;Sanitary Panty Corset Nr. 3;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.4;Sanitary Panty Corset Nr. 4;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.5;Sanitary Panty Corset Nr. 5;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.107.6;Sanitary Panty Corset Nr. 6;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.108.1;Fancy Panty Corset Nr. 1;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.108.2;Fancy Panty Corset Nr. 2;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.108.3;Fancy Panty Corset Nr. 3;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.108.4;Fancy Panty Corset Nr. 4;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.108.5;Fancy Panty Corset Nr. 5;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.108.6;Fancy Panty Corset Nr. 6;;-;;;Unit;VAR;Tidak ada AKL / SUKET
VAR.109.L;Pregnancy Corset Nr. L;;AKL 11402113551;18/06/24;;Unit;VAR;
VAR.109.M;Pregnancy Corset Nr. M;;AKL 11402113551;18/06/24;;Unit;VAR;
VAR.109.S;Pregnancy Corset Nr. S;;AKL 11402113551;18/06/24;;Unit;VAR;
VAR.109.XL;Pregnancy Corset Nr. XL;;AKL 11402113551;18/06/24;;Unit;VAR;
VAR.109.XXL;Pregnancy Corset Nr. XXL;;AKL 11402113551;18/06/24;;Unit;VAR;
VAR.110.1;Dorsolomber Corset Nr. 1;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.2;Dorsolomber Corset Nr. 2;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.3;Dorsolomber Corset Nr. 3;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.4;Dorsolomber Corset Nr. 4;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.5;Dorsolomber Corset Nr. 5;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.6;Dorsolomber Corset Nr. 6;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.110.7;Dorsolomber Corset Nr. 7;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.111.1;Elastic Lumbosacral Corset Nr. 1;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.2;Elastic Lumbosacral Corset Nr. 2;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.3;Elastic Lumbosacral Corset Nr. 3;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.4;Elastic Lumbosacral Corset Nr. 4;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.5;Elastic Lumbosacral Corset Nr. 5;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.6;Elastic Lumbosacral Corset Nr. 6;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.111.7;Elastic Lumbosacral Corset Nr. 7;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.112.L;JUDO Waist Corset Nr. L;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.112.M;JUDO Waist Corset Nr. M;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.112.S;JUDO Waist Corset Nr. S;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.112.XL;JUDO Waist Corset Nr. XL;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.112.XXL;JUDO Waist Corset Nr. XXL;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.113.L;Judo Woolen Panty Corset Nr. L;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.113.M;Judo Woolen Panty Corset Nr. M;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.113.S;Judo Woolen Panty Corset Nr. S;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.113.XL;Judo Woolen Panty Corset Nr. XL;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.113.XXL;Judo Woolen Panty Corset Nr. XXL;;AKL 11402113550;18/06/24;;Unit;VAR;
VAR.114.L;JUDO Angora Waist Corset Nr. L;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.114.M;JUDO Angora Waist Corset Nr. M;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.114.S;JUDO Angora Waist Corset Nr. S;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.114.XL;JUDO Angora Waist Corset Nr. XL;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.114.XXL;JUDO Angora Waist Corset Nr. XXL;;AKL 11402113554;18/06/24;;Unit;VAR;
VAR.115.100;Lumbostad Corset Nr. 100;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.105;Lumbostad Corset Nr. 105;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.110;Lumbostad Corset Nr. 110;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.65;Lumbostad Corset Nr.65;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.70;Lumbostad Corset Nr.70;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.75;Lumbostad Corset Nr. 75;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.80;Lumbostad Corset Nr. 80;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.85;Lumbostad Corset Nr. 85;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.90;Lumbostad Corset Nr. 90;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.115.95;Lumbostad Corset Nr. 95;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.118.L;Clavicle Bandage Nr. L;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.118.M;Clavicle Bandage Nr. M;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.118.S;Clavicle Bandage Nr. S;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.118.XL;Clavicle Bandage Nr. XL;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.118.XS;Clavicle Bandage Nr. XS;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.118.XXL;Clavicle Bandage Nr. XXL;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.119.1;Pavlic Bandage Nr. 1;;-;;;Unit;VAR;
VAR.119.2;Pavlic Bandage Nr. 2;;-;;;Unit;VAR;
VAR.119.3;Pavlic Bandage Nr. 3;;-;;;Unit;VAR;
VAR.121.1;Liposuction Corset (Under Breast–Below Knee) Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121.2;Liposuction Corset (Under Breast–Below Knee) Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121.3;Liposuction Corset (Under Breast–Below Knee) Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121.4;Liposuction Corset (Under Breast–Below Knee) Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121.5;Liposuction Corset (Under Breast–Below Knee) Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121.6;Liposuction Corset (Under Breast–Below Knee) Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.1;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.2;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.3;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.4;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.5;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.121BK.6;Liposuction Corset (Under Breast–Below Knee) BLACK Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.1;Liposuction Corset (Under Breast-Above Knee) Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.2;Liposuction Corset (Under Breast-Above Knee) Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.3;Liposuction Corset (Under Breast-Above Knee) Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.4;Liposuction Corset (Under Breast-Above Knee) nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.5;Liposuction Corset (Under Breast-Above Knee) Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122.6;Liposuction Corset (Under Breast-Above Knee) Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122BK.1;Liposuction Corset (Under Breast-Above Knee) BLACK Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122BK.2;Liposuction Corset (Under Breast-Above Knee) BLACK Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122BK.3;Liposuction Corset (Under Breast-Above Knee) BLACK Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.122BK.4;Liposuction Corset (Under Breast-Above Knee) BLACK Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.1;Liposuction Corset (Waist-Below Knee) Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.2;Liposuction Corset (Waist-Below Knee) Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.3;Liposuction Corset (Waist-Below Knee) Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.4;Liposuction Corset (Waist-Below Knee) Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.5;Liposuction Corset (Waist-Below Knee) Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123.6;Liposuction Corset (Waist-Below Knee) Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123BK.1;Liposuction Corset (Waist-Below Knee) BLACK Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123BK.2;Liposuction Corset (Waist-Below Knee) BLACK Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123BK.3;Liposuction Corset (Waist-Below Knee) BLACK Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.123BK.4;Liposuction Corset (Waist-Below Knee) BLACK Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.1;Liposuction Panty Corset Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.2;Liposuction Panty Corset Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.3;Liposuction Panty Corset Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.4;Liposuction Panty Corset Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.5;Liposuction Panty Corset Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124.6;Liposuction Panty Corset Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124BK.1;Liposuction Panty Corset BLACK Nr.1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124BK.2;Liposuction Panty Corset BLACK Nr.2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124BK.3;Liposuction Panty Corset BLACK Nr.3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.124BK.4;Liposuction Panty Corset BLACK Nr.4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.1;Liposuction Corset (Under Breast - Ankle) Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.2;Liposuction Corset (Under Breast - Ankle) Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.3;Liposuction Corset (Under Breast - Ankle) Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.4;Liposuction Corset (Under Breast - Ankle) Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.5;Liposuction Corset (Under Breast - Ankle) Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125.6;Liposuction Corset (Under Breast - Ankle) Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125BK.1;Liposuction Corset (Under Breast - Ankle) BLACK Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125BK.2;Liposuction Corset (Under Breast - Ankle) BLACK Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125BK.3;Liposuction Corset (Under Breast - Ankle) BLACK Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.125BK.4;Liposuction Corset (Under Breast - Ankle) BLACK Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.1;Liposuction Corset (Waist - Ankle) Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.2;Liposuction Corset (Waist - Ankle) Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.3;Liposuction Corset (Waist - Ankle) Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.4;Liposuction Corset (Waist - Ankle) Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.5;Liposuction Corset (Waist - Ankle) Nr. 5;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126.6;Liposuction Corset (Waist - Ankle) Nr. 6;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126BK.1;Liposuction Corset (Waist - Ankle) BLACK Nr. 1;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126BK.2;Liposuction Corset (Waist - Ankle) BLACK Nr. 2;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126BK.3;Liposuction Corset (Waist - Ankle) BLACK Nr. 3;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.126BK.4;Liposuction Corset (Waist - Ankle) BLACK Nr. 4;;AKL 11402412117;18/06/24;;Unit;VAR;
VAR.129.L;Liposuction Arm Corset Nr. L;;-;;;Unit;VAR;
VAR.129.M;Liposuction Arm Corset Nr. M;;-;;;Unit;VAR;
VAR.129.S;Liposuction Arm Corset Nr. S;;-;;;Unit;VAR;
VAR.129.XL;Liposuction Arm Corset Nr. XL;;-;;;Unit;VAR;
VAR.129BK.L;Liposuction Arm Corset BLACK Nr.L;;-;;;Unit;VAR;
VAR.129BK.M;Liposuction Arm Corset BLACK Nr.M;;-;;;Unit;VAR;
VAR.129BK.S;Liposuction Arm Corset BLACK Nr.S;;-;;;Unit;VAR;
VAR.129BK.XL;Liposuction Arm Corset BLACK Nr.XL;;-;;;Unit;VAR;
VAR.130.L;Elastic Dorsolomber Corset Nr. L;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130.M;Elastic Dorsolomber Corset Nr. M;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130.S;Elastic Dorsolomber Corset Nr. S;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130.XL;Elastic Dorsolomber Corset Nr. XL;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130.XS;Elastic Dorsolomber Corset Nr. XS;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130.XXL;Elastic Dorsolomber Corset Nr. XXL;;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130P.1 (XS);Elastic Dorsolomber Corset for Child Size 1 (XS);;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.130P.2 (XXS);Elastic Dorsolomber Corset for Child Size 2 (XXS);;AKL 11402125629;18/06/24;;Unit;VAR;
VAR.131.L;Elastic Lumbosacral Corset Nr. L;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.131.M;Elastic Lumbosacral Corset Nr. M;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.131.S;Elastic Lumbosacral Corset Nr. S;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.131.XL;Elastic Lumbosacral Corset Nr. XL;;AKL 11402113553;18/06/24;;Unit;VAR;
VAR.131.XXL;Elastic Lumbosacral Corset Nr. XXL;;AKL 11402113553;18/06/24;;Unit;VAR;
